spendingType,date,amountOfMoney,description,index,spendingTypeText
"0","5/20/2014","1290","","5100","ART"
"4","4/17/2016","375","","5101","SOCIAL_WELFARE"
"4","11/11/2014","196","","5102","SOCIAL_WELFARE"
"8","10/7/2013","1855","","5103","UTILITIES"
"0","5/28/2011","1680","","5104","ART"
"8","5/22/2009","975","","5105","UTILITIES"
"4","11/3/2018","685","","5106","SOCIAL_WELFARE"
"0","1/18/2011","605","","5107","ART"
"0","1/17/2009","1629","","5108","ART"
"1","8/24/2013","947","","5109","EDUCATION"
"8","6/24/2009","495","","5110","UTILITIES"
"8","9/17/2016","1732","","5111","UTILITIES"
"7","8/22/2018","1895","","5112","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/8/2010","1582","","5113","EDUCATION"
"7","7/25/2011","614","","5114","TRANSPORT_ROADS_HOUSEHOLD"
"4","5/5/2010","206","","5115","SOCIAL_WELFARE"
"0","5/27/2014","622","","5116","ART"
"7","2/28/2011","1321","","5117","TRANSPORT_ROADS_HOUSEHOLD"
"8","1/12/2012","1960","","5118","UTILITIES"
"4","4/11/2011","1941","","5119","SOCIAL_WELFARE"
"4","8/19/2012","772","","5120","SOCIAL_WELFARE"
"5","4/6/2010","761","","5121","SOCIETY_DEFENCE"
"8","11/26/2018","888","","5122","UTILITIES"
"4","4/17/2014","109","","5123","SOCIAL_WELFARE"
"1","9/8/2010","1469","","5124","EDUCATION"
"4","2/23/2013","631","","5125","SOCIAL_WELFARE"
"5","9/2/2012","1","","5126","SOCIETY_DEFENCE"
"4","7/12/2009","1053","","5127","SOCIAL_WELFARE"
"1","8/3/2011","287","","5128","EDUCATION"
"0","9/26/2010","1385","","5129","ART"
"5","3/5/2015","925","","5130","SOCIETY_DEFENCE"
"3","11/8/2014","1929","","5131","INTERGOVERNMENTAL_TRANSFERS"
"3","1/14/2011","694","","5132","INTERGOVERNMENTAL_TRANSFERS"
"7","3/28/2017","466","","5133","TRANSPORT_ROADS_HOUSEHOLD"
"5","3/4/2015","895","","5134","SOCIETY_DEFENCE"
"1","7/1/2017","449","","5135","EDUCATION"
"1","6/7/2018","1775","","5136","EDUCATION"
"5","5/28/2016","1334","","5137","SOCIETY_DEFENCE"
"3","2/25/2011","496","","5138","INTERGOVERNMENTAL_TRANSFERS"
"0","10/1/2011","1206","","5139","ART"
"3","7/25/2013","1610","","5140","INTERGOVERNMENTAL_TRANSFERS"
"2","1/2/2012","986","","5141","GOVERNANCE"
"3","3/16/2012","53","","5142","INTERGOVERNMENTAL_TRANSFERS"
"0","2/6/2015","293","","5143","ART"
"2","9/9/2012","673","","5144","GOVERNANCE"
"8","1/15/2018","1074","","5145","UTILITIES"
"8","9/17/2014","1471","","5146","UTILITIES"
"0","1/11/2013","106","","5147","ART"
"0","2/13/2012","995","","5148","ART"
"7","1/23/2018","905","","5149","TRANSPORT_ROADS_HOUSEHOLD"
"0","7/23/2010","1167","","5150","ART"
"4","2/14/2011","1829","","5151","SOCIAL_WELFARE"
"3","10/9/2017","265","","5152","INTERGOVERNMENTAL_TRANSFERS"
"5","8/13/2015","974","","5153","SOCIETY_DEFENCE"
"6","11/14/2014","175","","5154","SPORT"
"6","6/5/2017","947","","5155","SPORT"
"5","7/22/2018","231","","5156","SOCIETY_DEFENCE"
"1","10/17/2016","1689","","5157","EDUCATION"
"0","6/23/2014","244","","5158","ART"
"0","7/23/2013","1328","","5159","ART"
"5","4/1/2013","1999","","5160","SOCIETY_DEFENCE"
"8","10/25/2009","1925","","5161","UTILITIES"
"6","1/4/2017","287","","5162","SPORT"
"1","8/21/2011","1955","","5163","EDUCATION"
"5","10/24/2015","1656","","5164","SOCIETY_DEFENCE"
"0","4/27/2016","1730","","5165","ART"
"1","10/3/2013","1500","","5166","EDUCATION"
"7","2/23/2009","524","","5167","TRANSPORT_ROADS_HOUSEHOLD"
"4","10/15/2010","1423","","5168","SOCIAL_WELFARE"
"4","7/28/2017","1032","","5169","SOCIAL_WELFARE"
"7","3/2/2011","853","","5170","TRANSPORT_ROADS_HOUSEHOLD"
"4","4/27/2010","747","","5171","SOCIAL_WELFARE"
"4","5/5/2017","1502","","5172","SOCIAL_WELFARE"
"4","9/20/2013","197","","5173","SOCIAL_WELFARE"
"0","8/25/2014","468","","5174","ART"
"0","10/2/2014","1927","","5175","ART"
"4","3/25/2015","1823","","5176","SOCIAL_WELFARE"
"1","8/2/2016","20","","5177","EDUCATION"
"4","7/2/2011","981","","5178","SOCIAL_WELFARE"
"7","5/21/2018","1795","","5179","TRANSPORT_ROADS_HOUSEHOLD"
"1","9/18/2018","883","","5180","EDUCATION"
"3","1/2/2015","547","","5181","INTERGOVERNMENTAL_TRANSFERS"
"2","10/17/2012","70","","5182","GOVERNANCE"
"4","11/24/2009","263","","5183","SOCIAL_WELFARE"
"4","6/8/2018","348","","5184","SOCIAL_WELFARE"
"1","3/17/2015","1744","","5185","EDUCATION"
"7","5/3/2010","1228","","5186","TRANSPORT_ROADS_HOUSEHOLD"
"5","9/18/2010","1094","","5187","SOCIETY_DEFENCE"
"7","11/2/2012","434","","5188","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/6/2017","1086","","5189","TRANSPORT_ROADS_HOUSEHOLD"
"2","5/10/2011","1430","","5190","GOVERNANCE"
"1","9/1/2016","193","","5191","EDUCATION"
"8","3/18/2012","1377","","5192","UTILITIES"
"1","3/24/2009","1779","","5193","EDUCATION"
"2","4/27/2015","870","","5194","GOVERNANCE"
"4","11/14/2017","21","","5195","SOCIAL_WELFARE"
"7","3/16/2015","889","","5196","TRANSPORT_ROADS_HOUSEHOLD"
"6","2/27/2011","629","","5197","SPORT"
"6","3/12/2010","771","","5198","SPORT"
"2","10/13/2017","1119","","5199","GOVERNANCE"
"5","8/10/2010","272","","5200","SOCIETY_DEFENCE"
"4","9/1/2011","1454","","5201","SOCIAL_WELFARE"
"8","6/7/2017","1171","","5202","UTILITIES"
"4","4/3/2015","1184","","5203","SOCIAL_WELFARE"
"2","6/3/2014","1208","","5204","GOVERNANCE"
"6","5/26/2016","552","","5205","SPORT"
"8","11/4/2010","1263","","5206","UTILITIES"
"1","7/11/2011","990","","5207","EDUCATION"
"6","4/18/2009","812","","5208","SPORT"
"7","7/8/2015","561","","5209","TRANSPORT_ROADS_HOUSEHOLD"
"7","8/8/2018","1749","","5210","TRANSPORT_ROADS_HOUSEHOLD"
"0","7/16/2013","369","","5211","ART"
"0","4/18/2015","914","","5212","ART"
"1","10/25/2011","1246","","5213","EDUCATION"
"5","4/16/2010","608","","5214","SOCIETY_DEFENCE"
"8","9/7/2011","1420","","5215","UTILITIES"
"6","9/16/2018","1779","","5216","SPORT"
"2","4/13/2016","991","","5217","GOVERNANCE"
"6","3/8/2011","693","","5218","SPORT"
"3","10/26/2012","1245","","5219","INTERGOVERNMENTAL_TRANSFERS"
"6","11/14/2011","1011","","5220","SPORT"
"4","3/16/2009","149","","5221","SOCIAL_WELFARE"
"0","3/6/2012","1482","","5222","ART"
"0","6/10/2013","495","","5223","ART"
"6","4/10/2011","893","","5224","SPORT"
"0","5/11/2014","1915","","5225","ART"
"6","10/15/2018","1941","","5226","SPORT"
"1","8/28/2011","71","","5227","EDUCATION"
"1","1/9/2016","1293","","5228","EDUCATION"
"0","7/13/2009","1577","","5229","ART"
"3","10/17/2013","917","","5230","INTERGOVERNMENTAL_TRANSFERS"
"1","6/7/2016","15","","5231","EDUCATION"
"2","4/11/2009","1455","","5232","GOVERNANCE"
"4","4/11/2018","1623","","5233","SOCIAL_WELFARE"
"1","10/8/2010","321","","5234","EDUCATION"
"6","1/18/2014","1673","","5235","SPORT"
"2","10/17/2015","442","","5236","GOVERNANCE"
"2","4/12/2017","1830","","5237","GOVERNANCE"
"0","1/25/2012","954","","5238","ART"
"0","10/6/2016","78","","5239","ART"
"2","3/22/2012","1330","","5240","GOVERNANCE"
"6","11/2/2011","982","","5241","SPORT"
"5","8/24/2010","559","","5242","SOCIETY_DEFENCE"
"5","6/10/2013","872","","5243","SOCIETY_DEFENCE"
"7","7/3/2010","302","","5244","TRANSPORT_ROADS_HOUSEHOLD"
"3","4/15/2017","842","","5245","INTERGOVERNMENTAL_TRANSFERS"
"8","2/2/2009","614","","5246","UTILITIES"
"7","3/20/2017","1824","","5247","TRANSPORT_ROADS_HOUSEHOLD"
"5","10/3/2015","1205","","5248","SOCIETY_DEFENCE"
"2","8/2/2011","582","","5249","GOVERNANCE"
"7","7/12/2011","821","","5250","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/11/2013","592","","5251","GOVERNANCE"
"3","3/20/2010","1779","","5252","INTERGOVERNMENTAL_TRANSFERS"
"7","1/15/2014","1771","","5253","TRANSPORT_ROADS_HOUSEHOLD"
"6","2/3/2011","687","","5254","SPORT"
"7","5/22/2011","1767","","5255","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/26/2015","245","","5256","EDUCATION"
"2","10/28/2011","1164","","5257","GOVERNANCE"
"1","6/25/2017","1795","","5258","EDUCATION"
"5","10/22/2017","127","","5259","SOCIETY_DEFENCE"
"1","10/18/2011","909","","5260","EDUCATION"
"4","8/5/2016","335","","5261","SOCIAL_WELFARE"
"4","10/5/2018","467","","5262","SOCIAL_WELFARE"
"6","4/9/2013","1180","","5263","SPORT"
"6","5/7/2015","321","","5264","SPORT"
"8","8/14/2016","745","","5265","UTILITIES"
"8","4/27/2016","396","","5266","UTILITIES"
"6","9/9/2010","1946","","5267","SPORT"
"1","2/12/2012","645","","5268","EDUCATION"
"1","1/18/2010","847","","5269","EDUCATION"
"2","10/3/2013","1152","","5270","GOVERNANCE"
"2","9/5/2012","1267","","5271","GOVERNANCE"
"4","7/6/2009","398","","5272","SOCIAL_WELFARE"
"6","5/23/2010","1021","","5273","SPORT"
"0","8/12/2017","787","","5274","ART"
"0","4/28/2015","933","","5275","ART"
"2","9/23/2018","1304","","5276","GOVERNANCE"
"1","3/9/2018","261","","5277","EDUCATION"
"5","1/14/2016","1816","","5278","SOCIETY_DEFENCE"
"4","11/10/2017","1371","","5279","SOCIAL_WELFARE"
"5","2/23/2018","1156","","5280","SOCIETY_DEFENCE"
"2","5/10/2012","1677","","5281","GOVERNANCE"
"7","5/3/2018","247","","5282","TRANSPORT_ROADS_HOUSEHOLD"
"0","3/7/2015","588","","5283","ART"
"7","7/2/2016","507","","5284","TRANSPORT_ROADS_HOUSEHOLD"
"0","4/27/2015","859","","5285","ART"
"8","9/14/2012","180","","5286","UTILITIES"
"0","9/14/2013","257","","5287","ART"
"5","3/7/2011","1874","","5288","SOCIETY_DEFENCE"
"8","2/14/2015","1110","","5289","UTILITIES"
"3","6/26/2010","1942","","5290","INTERGOVERNMENTAL_TRANSFERS"
"3","6/11/2010","132","","5291","INTERGOVERNMENTAL_TRANSFERS"
"4","3/19/2009","383","","5292","SOCIAL_WELFARE"
"0","1/22/2015","1250","","5293","ART"
"5","8/11/2014","28","","5294","SOCIETY_DEFENCE"
"4","9/12/2017","850","","5295","SOCIAL_WELFARE"
"3","6/20/2018","1898","","5296","INTERGOVERNMENTAL_TRANSFERS"
"7","5/19/2011","124","","5297","TRANSPORT_ROADS_HOUSEHOLD"
"8","10/4/2015","1964","","5298","UTILITIES"
"0","5/3/2014","610","","5299","ART"
"6","11/20/2018","659","","5300","SPORT"
"8","10/1/2010","282","","5301","UTILITIES"
"6","1/22/2012","609","","5302","SPORT"
"3","11/6/2011","943","","5303","INTERGOVERNMENTAL_TRANSFERS"
"2","11/6/2009","1222","","5304","GOVERNANCE"
"2","5/16/2013","1427","","5305","GOVERNANCE"
"8","9/2/2016","885","","5306","UTILITIES"
"0","9/28/2013","1875","","5307","ART"
"7","1/20/2018","1027","","5308","TRANSPORT_ROADS_HOUSEHOLD"
"2","8/27/2011","257","","5309","GOVERNANCE"
"2","6/11/2017","780","","5310","GOVERNANCE"
"0","10/3/2013","745","","5311","ART"
"1","1/26/2011","1091","","5312","EDUCATION"
"6","3/24/2014","99","","5313","SPORT"
"2","2/27/2010","550","","5314","GOVERNANCE"
"2","6/27/2018","893","","5315","GOVERNANCE"
"3","7/26/2011","1912","","5316","INTERGOVERNMENTAL_TRANSFERS"
"7","5/7/2013","1238","","5317","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/18/2011","531","","5318","SOCIAL_WELFARE"
"2","10/19/2009","125","","5319","GOVERNANCE"
"2","10/6/2011","979","","5320","GOVERNANCE"
"6","9/1/2014","617","","5321","SPORT"
"1","10/12/2017","1079","","5322","EDUCATION"
"0","6/21/2013","1117","","5323","ART"
"0","1/21/2015","1090","","5324","ART"
"5","3/21/2015","523","","5325","SOCIETY_DEFENCE"
"0","1/12/2017","1891","","5326","ART"
"4","1/25/2018","829","","5327","SOCIAL_WELFARE"
"0","1/8/2017","1652","","5328","ART"
"5","5/2/2017","1051","","5329","SOCIETY_DEFENCE"
"5","1/20/2017","1993","","5330","SOCIETY_DEFENCE"
"0","11/15/2012","1196","","5331","ART"
"7","8/17/2009","1140","","5332","TRANSPORT_ROADS_HOUSEHOLD"
"5","7/8/2012","1046","","5333","SOCIETY_DEFENCE"
"0","8/13/2010","414","","5334","ART"
"2","11/16/2018","697","","5335","GOVERNANCE"
"5","6/4/2015","812","","5336","SOCIETY_DEFENCE"
"3","11/24/2014","1043","","5337","INTERGOVERNMENTAL_TRANSFERS"
"6","2/13/2010","700","","5338","SPORT"
"7","10/7/2009","604","","5339","TRANSPORT_ROADS_HOUSEHOLD"
"6","6/18/2015","102","","5340","SPORT"
"0","7/12/2012","499","","5341","ART"
"7","2/10/2013","384","","5342","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/21/2016","541","","5343","TRANSPORT_ROADS_HOUSEHOLD"
"1","9/23/2014","994","","5344","EDUCATION"
"0","5/27/2017","155","","5345","ART"
"4","1/27/2009","121","","5346","SOCIAL_WELFARE"
"8","6/28/2014","126","","5347","UTILITIES"
"3","10/13/2016","1153","","5348","INTERGOVERNMENTAL_TRANSFERS"
"2","7/9/2011","1511","","5349","GOVERNANCE"
"2","3/5/2011","334","","5350","GOVERNANCE"
"1","10/26/2016","1767","","5351","EDUCATION"
"1","7/27/2018","1476","","5352","EDUCATION"
"2","9/28/2011","1114","","5353","GOVERNANCE"
"7","4/10/2012","1609","","5354","TRANSPORT_ROADS_HOUSEHOLD"
"8","3/4/2018","1477","","5355","UTILITIES"
"8","10/5/2016","442","","5356","UTILITIES"
"0","4/9/2010","890","","5357","ART"
"1","1/14/2018","1336","","5358","EDUCATION"
"7","4/17/2015","1478","","5359","TRANSPORT_ROADS_HOUSEHOLD"
"7","2/18/2009","94","","5360","TRANSPORT_ROADS_HOUSEHOLD"
"2","8/16/2011","689","","5361","GOVERNANCE"
"4","1/1/2010","700","","5362","SOCIAL_WELFARE"
"5","2/20/2012","727","","5363","SOCIETY_DEFENCE"
"4","9/24/2016","1179","","5364","SOCIAL_WELFARE"
"2","6/25/2011","1540","","5365","GOVERNANCE"
"5","3/19/2009","1437","","5366","SOCIETY_DEFENCE"
"8","2/15/2016","315","","5367","UTILITIES"
"5","11/25/2010","1167","","5368","SOCIETY_DEFENCE"
"4","9/20/2016","257","","5369","SOCIAL_WELFARE"
"5","10/8/2017","1849","","5370","SOCIETY_DEFENCE"
"6","11/28/2009","1406","","5371","SPORT"
"6","11/19/2009","941","","5372","SPORT"
"0","3/1/2014","735","","5373","ART"
"1","9/15/2017","1000","","5374","EDUCATION"
"3","4/6/2015","183","","5375","INTERGOVERNMENTAL_TRANSFERS"
"3","9/6/2018","910","","5376","INTERGOVERNMENTAL_TRANSFERS"
"4","6/25/2009","1734","","5377","SOCIAL_WELFARE"
"1","7/12/2009","936","","5378","EDUCATION"
"1","3/17/2011","1510","","5379","EDUCATION"
"4","10/13/2018","1521","","5380","SOCIAL_WELFARE"
"7","9/13/2015","1337","","5381","TRANSPORT_ROADS_HOUSEHOLD"
"8","1/19/2013","1023","","5382","UTILITIES"
"0","3/28/2009","163","","5383","ART"
"0","11/6/2012","540","","5384","ART"
"8","5/28/2010","1082","","5385","UTILITIES"
"7","11/14/2015","1496","","5386","TRANSPORT_ROADS_HOUSEHOLD"
"4","9/1/2015","125","","5387","SOCIAL_WELFARE"
"7","7/20/2009","1566","","5388","TRANSPORT_ROADS_HOUSEHOLD"
"6","7/5/2012","1725","","5389","SPORT"
"5","11/16/2018","1455","","5390","SOCIETY_DEFENCE"
"7","2/23/2011","1614","","5391","TRANSPORT_ROADS_HOUSEHOLD"
"4","9/18/2010","1048","","5392","SOCIAL_WELFARE"
"3","6/24/2014","1715","","5393","INTERGOVERNMENTAL_TRANSFERS"
"8","2/25/2018","792","","5394","UTILITIES"
"6","11/18/2016","41","","5395","SPORT"
"7","9/24/2009","1284","","5396","TRANSPORT_ROADS_HOUSEHOLD"
"3","6/17/2013","297","","5397","INTERGOVERNMENTAL_TRANSFERS"
"2","4/20/2012","331","","5398","GOVERNANCE"
"7","3/9/2010","1459","","5399","TRANSPORT_ROADS_HOUSEHOLD"
"5","3/21/2012","786","","5400","SOCIETY_DEFENCE"
"0","4/26/2010","1335","","5401","ART"
"3","11/14/2013","361","","5402","INTERGOVERNMENTAL_TRANSFERS"
"2","9/17/2014","81","","5403","GOVERNANCE"
"4","5/17/2010","1761","","5404","SOCIAL_WELFARE"
"0","6/20/2018","650","","5405","ART"
"8","5/1/2010","1976","","5406","UTILITIES"
"7","7/19/2012","236","","5407","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/26/2009","1740","","5408","SOCIAL_WELFARE"
"8","4/18/2014","1416","","5409","UTILITIES"
"4","3/25/2017","240","","5410","SOCIAL_WELFARE"
"8","11/2/2013","1062","","5411","UTILITIES"
"7","6/26/2015","1101","","5412","TRANSPORT_ROADS_HOUSEHOLD"
"8","2/19/2013","1698","","5413","UTILITIES"
"1","8/16/2014","766","","5414","EDUCATION"
"5","6/7/2012","437","","5415","SOCIETY_DEFENCE"
"7","9/13/2016","1777","","5416","TRANSPORT_ROADS_HOUSEHOLD"
"2","9/23/2014","1542","","5417","GOVERNANCE"
"4","10/9/2017","1888","","5418","SOCIAL_WELFARE"
"3","4/5/2015","221","","5419","INTERGOVERNMENTAL_TRANSFERS"
"7","11/17/2015","964","","5420","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/17/2013","1175","","5421","SPORT"
"4","2/16/2013","862","","5422","SOCIAL_WELFARE"
"7","1/15/2017","1293","","5423","TRANSPORT_ROADS_HOUSEHOLD"
"8","6/6/2014","1184","","5424","UTILITIES"
"6","8/19/2017","1093","","5425","SPORT"
"8","4/22/2016","1892","","5426","UTILITIES"
"7","11/18/2009","1044","","5427","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/3/2018","1393","","5428","EDUCATION"
"4","7/27/2009","1863","","5429","SOCIAL_WELFARE"
"1","7/4/2018","787","","5430","EDUCATION"
"5","6/2/2012","1528","","5431","SOCIETY_DEFENCE"
"1","4/17/2016","1651","","5432","EDUCATION"
"0","3/2/2010","1255","","5433","ART"
"2","10/5/2017","692","","5434","GOVERNANCE"
"7","2/5/2009","1356","","5435","TRANSPORT_ROADS_HOUSEHOLD"
"4","9/24/2018","1717","","5436","SOCIAL_WELFARE"
"3","3/16/2009","1963","","5437","INTERGOVERNMENTAL_TRANSFERS"
"4","2/24/2009","1467","","5438","SOCIAL_WELFARE"
"8","3/14/2011","88","","5439","UTILITIES"
"1","6/23/2018","1603","","5440","EDUCATION"
"8","10/16/2017","396","","5441","UTILITIES"
"1","1/8/2010","1686","","5442","EDUCATION"
"8","10/27/2016","221","","5443","UTILITIES"
"1","7/4/2017","1208","","5444","EDUCATION"
"5","4/26/2018","1439","","5445","SOCIETY_DEFENCE"
"1","6/19/2016","1488","","5446","EDUCATION"
"8","5/24/2016","1354","","5447","UTILITIES"
"7","5/3/2018","1677","","5448","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/14/2012","873","","5449","TRANSPORT_ROADS_HOUSEHOLD"
"1","1/18/2011","918","","5450","EDUCATION"
"1","11/14/2009","283","","5451","EDUCATION"
"3","7/15/2016","1342","","5452","INTERGOVERNMENTAL_TRANSFERS"
"1","3/19/2012","1827","","5453","EDUCATION"
"6","4/25/2013","357","","5454","SPORT"
"1","6/15/2018","40","","5455","EDUCATION"
"8","10/26/2013","1700","","5456","UTILITIES"
"4","8/1/2014","30","","5457","SOCIAL_WELFARE"
"6","3/17/2012","688","","5458","SPORT"
"8","5/12/2009","1053","","5459","UTILITIES"
"5","6/25/2014","1736","","5460","SOCIETY_DEFENCE"
"1","7/16/2017","528","","5461","EDUCATION"
"7","5/14/2016","1676","","5462","TRANSPORT_ROADS_HOUSEHOLD"
"0","2/7/2012","780","","5463","ART"
"8","11/13/2012","1940","","5464","UTILITIES"
"5","8/9/2013","1228","","5465","SOCIETY_DEFENCE"
"2","1/9/2009","1021","","5466","GOVERNANCE"
"4","7/26/2016","173","","5467","SOCIAL_WELFARE"
"6","7/11/2016","1492","","5468","SPORT"
"0","5/6/2018","1462","","5469","ART"
"3","4/7/2011","262","","5470","INTERGOVERNMENTAL_TRANSFERS"
"7","5/1/2010","1301","","5471","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/14/2017","1500","","5472","SOCIAL_WELFARE"
"1","3/27/2018","1140","","5473","EDUCATION"
"1","10/24/2009","767","","5474","EDUCATION"
"4","11/26/2016","164","","5475","SOCIAL_WELFARE"
"4","5/27/2017","1595","","5476","SOCIAL_WELFARE"
"7","1/5/2014","1348","","5477","TRANSPORT_ROADS_HOUSEHOLD"
"2","3/1/2009","1942","","5478","GOVERNANCE"
"3","1/11/2013","440","","5479","INTERGOVERNMENTAL_TRANSFERS"
"0","5/18/2017","1570","","5480","ART"
"1","10/20/2018","1399","","5481","EDUCATION"
"8","5/10/2017","1972","","5482","UTILITIES"
"1","1/14/2018","1537","","5483","EDUCATION"
"8","2/19/2009","1222","","5484","UTILITIES"
"3","3/9/2015","724","","5485","INTERGOVERNMENTAL_TRANSFERS"
"0","8/22/2011","1284","","5486","ART"
"4","5/28/2009","163","","5487","SOCIAL_WELFARE"
"3","6/17/2018","439","","5488","INTERGOVERNMENTAL_TRANSFERS"
"4","11/14/2012","1595","","5489","SOCIAL_WELFARE"
"7","6/10/2012","855","","5490","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/10/2013","606","","5491","GOVERNANCE"
"7","8/8/2011","548","","5492","TRANSPORT_ROADS_HOUSEHOLD"
"6","6/26/2010","380","","5493","SPORT"
"1","11/14/2013","1952","","5494","EDUCATION"
"2","3/12/2012","640","","5495","GOVERNANCE"
"2","2/9/2013","1425","","5496","GOVERNANCE"
"3","4/24/2015","1058","","5497","INTERGOVERNMENTAL_TRANSFERS"
"8","3/21/2011","543","","5498","UTILITIES"
"2","6/28/2017","891","","5499","GOVERNANCE"
"8","9/4/2010","937","","5500","UTILITIES"
"6","9/17/2017","1794","","5501","SPORT"
"6","6/26/2013","1719","","5502","SPORT"
"0","7/18/2017","1593","","5503","ART"
"2","9/24/2009","21","","5504","GOVERNANCE"
"7","11/24/2014","827","","5505","TRANSPORT_ROADS_HOUSEHOLD"
"6","3/5/2015","1802","","5506","SPORT"
"4","7/12/2014","1030","","5507","SOCIAL_WELFARE"
"2","4/11/2011","302","","5508","GOVERNANCE"
"7","3/9/2014","731","","5509","TRANSPORT_ROADS_HOUSEHOLD"
"4","6/23/2011","1925","","5510","SOCIAL_WELFARE"
"2","8/14/2015","713","","5511","GOVERNANCE"
"6","6/18/2013","1171","","5512","SPORT"
"2","4/9/2015","388","","5513","GOVERNANCE"
"8","3/22/2016","1569","","5514","UTILITIES"
"5","4/12/2016","1353","","5515","SOCIETY_DEFENCE"
"6","8/16/2013","1262","","5516","SPORT"
"1","3/16/2018","1760","","5517","EDUCATION"
"0","11/12/2015","1082","","5518","ART"
"8","1/22/2016","40","","5519","UTILITIES"
"7","7/24/2012","1867","","5520","TRANSPORT_ROADS_HOUSEHOLD"
"2","9/22/2017","1557","","5521","GOVERNANCE"
"1","7/19/2010","903","","5522","EDUCATION"
"4","11/6/2012","1309","","5523","SOCIAL_WELFARE"
"3","7/10/2009","1404","","5524","INTERGOVERNMENTAL_TRANSFERS"
"2","2/11/2010","907","","5525","GOVERNANCE"
"2","6/4/2013","730","","5526","GOVERNANCE"
"3","5/8/2013","912","","5527","INTERGOVERNMENTAL_TRANSFERS"
"5","8/9/2011","1702","","5528","SOCIETY_DEFENCE"
"6","3/6/2015","1409","","5529","SPORT"
"3","1/7/2009","717","","5530","INTERGOVERNMENTAL_TRANSFERS"
"8","1/23/2011","614","","5531","UTILITIES"
"3","5/2/2009","544","","5532","INTERGOVERNMENTAL_TRANSFERS"
"0","5/19/2018","96","","5533","ART"
"2","3/22/2014","1451","","5534","GOVERNANCE"
"5","5/4/2009","972","","5535","SOCIETY_DEFENCE"
"2","7/13/2009","1577","","5536","GOVERNANCE"
"1","7/24/2011","40","","5537","EDUCATION"
"1","11/23/2011","753","","5538","EDUCATION"
"3","6/8/2013","336","","5539","INTERGOVERNMENTAL_TRANSFERS"
"4","2/12/2010","881","","5540","SOCIAL_WELFARE"
"8","11/21/2012","1793","","5541","UTILITIES"
"3","2/10/2017","80","","5542","INTERGOVERNMENTAL_TRANSFERS"
"4","11/8/2013","907","","5543","SOCIAL_WELFARE"
"2","1/4/2012","1170","","5544","GOVERNANCE"
"8","9/2/2016","566","","5545","UTILITIES"
"7","9/16/2012","106","","5546","TRANSPORT_ROADS_HOUSEHOLD"
"2","8/24/2014","1617","","5547","GOVERNANCE"
"0","11/1/2012","1106","","5548","ART"
"0","2/6/2012","646","","5549","ART"
"7","3/11/2015","488","","5550","TRANSPORT_ROADS_HOUSEHOLD"
"1","5/10/2013","1767","","5551","EDUCATION"
"4","6/1/2011","1701","","5552","SOCIAL_WELFARE"
"3","6/7/2016","1525","","5553","INTERGOVERNMENTAL_TRANSFERS"
"0","7/21/2009","901","","5554","ART"
"2","5/16/2016","1599","","5555","GOVERNANCE"
"0","6/21/2012","648","","5556","ART"
"6","1/9/2015","1422","","5557","SPORT"
"1","5/22/2013","1074","","5558","EDUCATION"
"3","3/28/2009","484","","5559","INTERGOVERNMENTAL_TRANSFERS"
"1","3/17/2015","1511","","5560","EDUCATION"
"7","8/14/2015","1626","","5561","TRANSPORT_ROADS_HOUSEHOLD"
"6","4/9/2017","869","","5562","SPORT"
"6","9/6/2014","854","","5563","SPORT"
"1","7/13/2010","1767","","5564","EDUCATION"
"2","3/19/2017","12","","5565","GOVERNANCE"
"7","8/24/2015","176","","5566","TRANSPORT_ROADS_HOUSEHOLD"
"0","11/21/2015","387","","5567","ART"
"3","11/21/2016","279","","5568","INTERGOVERNMENTAL_TRANSFERS"
"4","4/3/2017","289","","5569","SOCIAL_WELFARE"
"6","8/21/2013","13","","5570","SPORT"
"6","3/18/2016","786","","5571","SPORT"
"4","11/18/2009","1039","","5572","SOCIAL_WELFARE"
"4","4/12/2018","488","","5573","SOCIAL_WELFARE"
"2","1/8/2010","1529","","5574","GOVERNANCE"
"8","9/12/2011","674","","5575","UTILITIES"
"7","11/19/2016","282","","5576","TRANSPORT_ROADS_HOUSEHOLD"
"1","4/11/2012","1693","","5577","EDUCATION"
"1","7/11/2012","451","","5578","EDUCATION"
"7","8/8/2009","1188","","5579","TRANSPORT_ROADS_HOUSEHOLD"
"8","9/18/2013","61","","5580","UTILITIES"
"6","8/1/2015","658","","5581","SPORT"
"7","11/15/2016","1055","","5582","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/11/2014","849","","5583","UTILITIES"
"4","9/6/2015","1496","","5584","SOCIAL_WELFARE"
"8","2/22/2017","1965","","5585","UTILITIES"
"7","3/7/2015","1804","","5586","TRANSPORT_ROADS_HOUSEHOLD"
